GeneA GeneB Genus spp relationship
Potri.001G411800 SapurV1A.0995s0050 S. purpurea one-to-one
Potri.010G101500 SapurV1A.0055s0050 S. purpurea one-to-many
Potri.010G101500 SapurV1A.4393s0010 S. purpurea one-to-many
Potri.010G118000 SapurV1A.2597s0020 S. purpurea one-to-many
Potri.010G118000 SapurV1A.0120s0400 S. purpurea one-to-many
Potri.011G120500 SapurV1A.0679s0120 S. purpurea many-to-one
Potri.011G120700 SapurV1A.0679s0120 S. purpurea many-to-one
Potri.005G020300 SapurV1A.2420s0020 S. purpurea one-to-many
Potri.005G020300 SapurV1A.0186s0590 S. purpurea one-to-many
Potri.013G031100 SapurV1A.1107s0030 S. purpurea one-to-many
Potri.013G031100 SapurV1A.1104s0030 S. purpurea one-to-many
Potri.001G074000 SapurV1A.0236s0220 S. purpurea one-to-one
Potri.015G047100 SapurV1A.0719s0070 S. purpurea one-to-many
Potri.015G047100 SapurV1A.1146s0020 S. purpurea one-to-many
Potri.005G011200 SapurV1A.1171s0020 S. purpurea one-to-many
Potri.005G011200 SapurV1A.1038s0020 S. purpurea one-to-many
Potri.005G015200 SapurV1A.0861s0120 S. purpurea many-to-one
Potri.005G018900 SapurV1A.0861s0120 S. purpurea many-to-one
Potri.005G158400 SapurV1A.1373s0040 S. purpurea one-to-many
Potri.005G158400 SapurV1A.3074s0010 S. purpurea one-to-many
Potri.001G023100 SapurV1A.1723s0030 S. purpurea one-to-many
Potri.001G023100 SapurV1A.0857s0230 S. purpurea one-to-many
Potri.001G454900 SapurV1A.4158s0010 S. purpurea one-to-many
Potri.001G454900 SapurV1A.0285s0270 S. purpurea one-to-many
Potri.006G081900 SapurV1A.0001s2140 S. purpurea one-to-one
Potri.018G026700 SapurV1A.0043s0830 S. purpurea one-to-one
Potri.013G009800 SapurV1A.0088s0440 S. purpurea one-to-one
Potri.008G135400 SapurV1A.0015s0520 S. purpurea one-to-one
Potri.016G074900 SapurV1A.0974s0100 S. purpurea one-to-one
Potri.008G110100 SapurV1A.0060s0370 S. purpurea one-to-one
Potri.005G198700 SapurV1A.0348s0150 S. purpurea one-to-one
Potri.005G107500 SapurV1A.0769s0100 S. purpurea one-to-one
Potri.005G222200 SapurV1A.0378s0200 S. purpurea one-to-one
Potri.014G178200 SapurV1A.0137s0170 S. purpurea one-to-one
Potri.001G380400 SapurV1A.0020s0410 S. purpurea one-to-one
Potri.001G392400 SapurV1A.0064s0310 S. purpurea one-to-many
Potri.001G392400 SapurV1A.0064s0290 S. purpurea one-to-many
Potri.001G392400 SapurV1A.0064s0300 S. purpurea one-to-many
Potri.017G016900 SapurV1A.3101s0010 S. purpurea one-to-many
Potri.017G016900 SapurV1A.2554s0010 S. purpurea one-to-many
Potri.002G201800 SapurV1A.0494s0070 S. purpurea one-to-many
Potri.002G201800 SapurV1A.2183s0010 S. purpurea one-to-many
Potri.014G160900 SapurV1A.0142s0140 S. purpurea one-to-many
Potri.014G160900 SapurV1A.0014s0870 S. purpurea one-to-many
Potri.001G254300 SapurV1A.0077s0320 S. purpurea one-to-one
Potri.001G066800 SapurV1A.0340s0120 S. purpurea one-to-one
Potri.018G024000 SapurV1A.1135s0040 S. purpurea one-to-many
Potri.018G024000 SapurV1A.1135s0060 S. purpurea one-to-many
Potri.003G079100 SapurV1A.1360s0110 S. purpurea one-to-many
Potri.003G079100 SapurV1A.1087s0090 S. purpurea one-to-many
Potri.013G010800 SapurV1A.0088s0510 S. purpurea one-to-many
Potri.013G010800 SapurV1A.2709s0010 S. purpurea one-to-many
Potri.005G167900 SapurV1A.2785s0010 S. purpurea one-to-many
Potri.005G167900 SapurV1A.0413s0150 S. purpurea one-to-many
Potri.019G006900 SapurV1A.7246s0010 S. purpurea many-to-one
Potri.019G011000 SapurV1A.7246s0010 S. purpurea many-to-one
Potri.010G255500 SapurV1A.0810s0020 S. purpurea one-to-one
Potri.011G111400 SapurV1A.1046s0020 S. purpurea one-to-one
Potri.010G253800 SapurV1A.0810s0160 S. purpurea one-to-one
Potri.004G224300 SapurV1A.0960s0090 S. purpurea one-to-one
Potri.006G056700 SapurV1A.0133s0120 S. purpurea one-to-one
Potri.001G416100 SapurV1A.0664s0040 S. purpurea one-to-one
Potri.002G016000 SapurV1A.0016s1120 S. purpurea one-to-one
Potri.002G066800 SapurV1A.0134s0080 S. purpurea one-to-one
Potri.004G062600 SapurV1A.0029s0200 S. purpurea one-to-one
Potri.017G152900 SapurV1A.0701s0040 S. purpurea one-to-one
Potri.014G156000 SapurV1A.0316s0060 S. purpurea one-to-one
Potri.017G088100 SapurV1A.0322s0140 S. purpurea one-to-one
Potri.018G016300 SapurV1A.0314s0040 S. purpurea one-to-one
Potri.018G013600 SapurV1A.0314s0300 S. purpurea one-to-one
Potri.003G122000 SapurV1A.1081s0060 S. purpurea one-to-one
Potri.014G165700 SapurV1A.0054s0280 S. purpurea one-to-one
Potri.004G190900 SapurV1A.0717s0010 S. purpurea one-to-many
Potri.004G190900 SapurV1A.0997s0120 S. purpurea one-to-many
Potri.007G064100 SapurV1A.1516s0010 S. purpurea one-to-one
Potri.003G203900 SapurV1A.0009s0640 S. purpurea one-to-one
Potri.008G005900 SapurV1A.1176s0150 S. purpurea one-to-one
Potri.011G168500 SapurV1A.0338s0230 S. purpurea one-to-one
Potri.001G021300 SapurV1A.0857s0090 S. purpurea one-to-one
Potri.001G410300 SapurV1A.1297s0060 S. purpurea one-to-one
Potri.001G421000 SapurV1A.0784s0150 S. purpurea one-to-one
Potri.008G187000 SapurV1A.0069s0240 S. purpurea many-to-many
Potri.008G187000 SapurV1A.0317s0300 S. purpurea many-to-many
Potri.016G069000 SapurV1A.0069s0240 S. purpurea many-to-many
Potri.016G069000 SapurV1A.0317s0300 S. purpurea many-to-many
Potri.010G045800 SapurV1A.0069s0240 S. purpurea many-to-many
Potri.010G045800 SapurV1A.0317s0300 S. purpurea many-to-many
Potri.006G202300 SapurV1A.0069s0240 S. purpurea many-to-many
Potri.006G202300 SapurV1A.0317s0300 S. purpurea many-to-many
Potri.001G339100 SapurV1A.0727s0080 S. purpurea many-to-one
Potri.T126000 SapurV1A.0727s0080 S. purpurea many-to-one
Potri.015G099800 SapurV1A.0168s0520 S. purpurea one-to-many
Potri.015G099800 SapurV1A.0614s0020 S. purpurea one-to-many
Potri.003G133000 SapurV1A.0119s0230 S. purpurea one-to-one
Potri.019G049100 SapurV1A.0707s0020 S. purpurea many-to-one
Potri.T071200 SapurV1A.0707s0020 S. purpurea many-to-one
Potri.008G062300 SapurV1A.0214s0010 S. purpurea one-to-many
Potri.008G062300 SapurV1A.0709s0020 S. purpurea one-to-many
Potri.010G175200 SapurV1A.0093s0320 S. purpurea one-to-one
Potri.006G038600 SapurV1A.0196s0320 S. purpurea one-to-one
Potri.019G130100 SapurV1A.0215s0240 S. purpurea one-to-one
Potri.002G239100 SapurV1A.0071s0640 S. purpurea one-to-one
Potri.002G058000 SapurV1A.0354s0140 S. purpurea one-to-one
Potri.008G105600 SapurV1A.0114s0070 S. purpurea one-to-one
Potri.019G081200 SapurV1A.0391s0270 S. purpurea one-to-many
Potri.019G081200 SapurV1A.0391s0190 S. purpurea one-to-many
Potri.019G081200 SapurV1A.1408s0050 S. purpurea one-to-many
Potri.019G081200 SapurV1A.1408s0090 S. purpurea one-to-many
Potri.019G081200 SapurV1A.0391s0210 S. purpurea one-to-many
Potri.019G081200 SapurV1A.0391s0250 S. purpurea one-to-many
Potri.019G081200 SapurV1A.0391s0230 S. purpurea one-to-many
Potri.010G076900 SapurV1A.0580s0150 S. purpurea one-to-many
Potri.010G076900 SapurV1A.3815s0030 S. purpurea one-to-many
Potri.010G076900 SapurV1A.0007s0560 S. purpurea one-to-many
Potri.013G151600 SapurV1A.1118s0100 S. purpurea one-to-one
Potri.011G114500 SapurV1A.2485s0010 S. purpurea one-to-many
Potri.011G114500 SapurV1A.0617s0090 S. purpurea one-to-many
Potri.019G083800 SapurV1A.0287s0260 S. purpurea one-to-many
Potri.019G083800 SapurV1A.1801s0040 S. purpurea one-to-many
Potri.002G043200 SapurV1A.0006s1150 S. purpurea many-to-one
Potri.005G219700 SapurV1A.0006s1150 S. purpurea many-to-one
Potri.018G143700 SapurV1A.0140s0040 S. purpurea one-to-many
Potri.018G143700 SapurV1A.3466s0010 S. purpurea one-to-many
Potri.003G033000 SapurV1A.1759s0040 S. purpurea one-to-many
Potri.003G033000 SapurV1A.0199s0350 S. purpurea one-to-many
Potri.001G062900 SapurV1A.0340s0220 S. purpurea one-to-many
Potri.001G062900 SapurV1A.3530s0010 S. purpurea one-to-many
Potri.010G085400 SapurV1A.1134s0060 S. purpurea one-to-one
Potri.011G111300 SapurV1A.1046s0030 S. purpurea one-to-one
Potri.006G096300 SapurV1A.0001s0850 S. purpurea one-to-one
Potri.006G278100 SapurV1A.0263s0210 S. purpurea one-to-one
Potri.002G080700 SapurV1A.0365s0170 S. purpurea one-to-one
Potri.002G146800 SapurV1A.0033s0710 S. purpurea one-to-one
Potri.004G094000 SapurV1A.0575s0170 S. purpurea one-to-one
Potri.002G153000 SapurV1A.0024s0450 S. purpurea one-to-one
Potri.015G122500 SapurV1A.0577s0260 S. purpurea one-to-one
Potri.013G120500 SapurV1A.0474s0080 S. purpurea one-to-one
Potri.008G050200 SapurV1A.0038s0660 S. purpurea one-to-one
Potri.008G089900 SapurV1A.0801s0140 S. purpurea one-to-one
Potri.005G067600 SapurV1A.0465s0070 S. purpurea one-to-one
Potri.005G107800 SapurV1A.0769s0070 S. purpurea one-to-one
Potri.001G089400 SapurV1A.0035s0300 S. purpurea one-to-one
Potri.009G109400 SapurV1A.0090s0260 S. purpurea one-to-one
Potri.018G122000 SapurV1A.0587s0150 S. purpurea many-to-many
Potri.018G122000 SapurV1A.0587s0130 S. purpurea many-to-many
Potri.018G118900 SapurV1A.0587s0150 S. purpurea many-to-many
Potri.018G118900 SapurV1A.0587s0130 S. purpurea many-to-many
Potri.008G158200 SapurV1A.0350s0190 S. purpurea many-to-many
Potri.008G158200 SapurV1A.2954s0020 S. purpurea many-to-many
Potri.008G158000 SapurV1A.0350s0190 S. purpurea many-to-many
Potri.008G158000 SapurV1A.2954s0020 S. purpurea many-to-many
Potri.019G133200 SapurV1A.0215s0440 S. purpurea one-to-many
Potri.019G133200 SapurV1A.1594s0030 S. purpurea one-to-many
Potri.002G023600 SapurV1A.4174s0010 S. purpurea one-to-many
Potri.002G023600 SapurV1A.0025s0490 S. purpurea one-to-many
Potri.014G068600 SapurV1A.0932s0030 S. purpurea one-to-many
Potri.014G068600 SapurV1A.0248s0010 S. purpurea one-to-many
Potri.007G106500 SapurV1A.0171s0470 S. purpurea one-to-many
Potri.007G106500 SapurV1A.1377s0040 S. purpurea one-to-many
Potri.010G140700 SapurV1A.1870s0060 S. purpurea one-to-one
Potri.006G170200 SapurV1A.0818s0070 S. purpurea one-to-one
Potri.006G266800 SapurV1A.0184s0330 S. purpurea one-to-one
Potri.006G048300 SapurV1A.0228s0080 S. purpurea one-to-one
Potri.T026900 SapurV1A.0436s0050 S. purpurea one-to-one
Potri.006G149900 SapurV1A.0108s0360 S. purpurea one-to-one
Potri.002G145300 SapurV1A.0033s0550 S. purpurea one-to-one
Potri.002G100000 SapurV1A.0239s0330 S. purpurea one-to-one
Potri.010G123400 SapurV1A.0078s0290 S. purpurea one-to-one
Potri.018G018200 SapurV1A.0372s0050 S. purpurea one-to-one
Potri.013G075500 SapurV1A.0592s0040 S. purpurea one-to-one
Potri.013G042700 SapurV1A.0110s0290 S. purpurea one-to-one
Potri.013G007000 SapurV1A.0088s0190 S. purpurea one-to-one
Potri.008G140000 SapurV1A.0015s0820 S. purpurea one-to-one
Potri.008G088700 SapurV1A.0801s0060 S. purpurea one-to-one
Potri.006G121000 SapurV1A.1082s0050 S. purpurea one-to-one
Potri.007G141700 SapurV1A.0290s0020 S. purpurea one-to-one
Potri.001G453400 SapurV1A.0285s0160 S. purpurea one-to-one
Potri.016G024700 SapurV1A.0194s0270 S. purpurea many-to-many
Potri.016G024700 SapurV1A.0362s0140 S. purpurea many-to-many
Potri.006G026700 SapurV1A.0194s0270 S. purpurea many-to-many
Potri.006G026700 SapurV1A.0362s0140 S. purpurea many-to-many
Potri.009G110200 SapurV1A.0090s0180 S. purpurea one-to-one
Potri.009G044500 SapurV1A.0772s0090 S. purpurea one-to-one
Potri.009G153200 SapurV1A.0993s0110 S. purpurea one-to-one
Potri.009G086600 SapurV1A.0019s0510 S. purpurea one-to-one
Potri.009G001100 SapurV1A.0288s0220 S. purpurea one-to-one
Potri.010G073500 SapurV1A.0007s0870 S. purpurea one-to-one
Potri.004G051100 SapurV1A.0012s0840 S. purpurea one-to-one
Potri.002G088100 SapurV1A.0010s0700 S. purpurea one-to-one
Potri.014G181600 SapurV1A.0342s0190 S. purpurea one-to-one
Potri.003G001200 SapurV1A.0422s0050 S. purpurea one-to-one
Potri.008G168200 SapurV1A.0021s0810 S. purpurea one-to-one
Potri.005G125000 SapurV1A.0254s0030 S. purpurea one-to-one
Potri.005G237000 SapurV1A.0389s0310 S. purpurea one-to-one
Potri.006G223900 SapurV1A.0393s0170 S. purpurea one-to-one
Potri.T157100 SapurV1A.0559s0160 S. purpurea many-to-one
Potri.T157400 SapurV1A.0559s0160 S. purpurea many-to-one
Potri.001G008300 SapurV1A.0559s0160 S. purpurea many-to-one
Potri.019G053300 SapurV1A.0170s0120 S. purpurea many-to-one
Potri.T058500 SapurV1A.0170s0120 S. purpurea many-to-one
Potri.017G121200 SapurV1A.1575s0060 S. purpurea one-to-many
Potri.017G121200 SapurV1A.1200s0110 S. purpurea one-to-many
Potri.014G044100 SapurV1A.2845s0010 S. purpurea one-to-many
Potri.014G044100 SapurV1A.0124s0390 S. purpurea one-to-many
Potri.006G153100 SapurV1A.0212s0150 S. purpurea one-to-one
Potri.001G412200 SapurV1A.0995s0020 S. purpurea one-to-one
Potri.005G034200 SapurV1A.1055s0020 S. purpurea one-to-many
Potri.005G034200 SapurV1A.1361s0040 S. purpurea one-to-many
Potri.011G165300 SapurV1A.1438s0110 S. purpurea one-to-many
Potri.011G165300 SapurV1A.0338s0020 S. purpurea one-to-many
Potri.007G034300 SapurV1A.0393s0260 S. purpurea one-to-many
Potri.007G034300 SapurV1A.1604s0050 S. purpurea one-to-many
Potri.009G147500 SapurV1A.0219s0300 S. purpurea one-to-one
Potri.009G144100 SapurV1A.0219s0080 S. purpurea one-to-one
Potri.009G038300 SapurV1A.0128s0340 S. purpurea one-to-one
Potri.006G076500 SapurV1A.0001s2660 S. purpurea one-to-one
Potri.018G045600 SapurV1A.0272s0220 S. purpurea one-to-one
Potri.004G003700 SapurV1A.0449s0220 S. purpurea one-to-one
Potri.002G192700 SapurV1A.0014s0060 S. purpurea one-to-one
Potri.016G091600 SapurV1A.0702s0010 S. purpurea one-to-one
Potri.002G001500 SapurV1A.0776s0110 S. purpurea one-to-one
Potri.002G239000 SapurV1A.0071s0630 S. purpurea one-to-one
Potri.004G003100 SapurV1A.0449s0190 S. purpurea one-to-one
Potri.019G037100 SapurV1A.0954s0010 S. purpurea one-to-one
Potri.003G030300 SapurV1A.0199s0120 S. purpurea one-to-one
Potri.015G094600 SapurV1A.0168s0120 S. purpurea one-to-one
Potri.015G011900 SapurV1A.0498s0260 S. purpurea one-to-one
Potri.008G212100 SapurV1A.0700s0070 S. purpurea one-to-one
Potri.001G060400 SapurV1A.0453s0130 S. purpurea one-to-one
Potri.001G324900 SapurV1A.0123s0270 S. purpurea one-to-one
Potri.010G213300 SapurV1A.0023s0830 S. purpurea one-to-one
Potri.009G027700 SapurV1A.4260s0020 S. purpurea one-to-many
Potri.009G027700 SapurV1A.0040s0050 S. purpurea one-to-many
Potri.002G238700 SapurV1A.0071s0600 S. purpurea one-to-many
Potri.002G238700 SapurV1A.2463s0040 S. purpurea one-to-many
Potri.008G162300 SapurV1A.2320s0010 S. purpurea one-to-many
Potri.008G162300 SapurV1A.0580s0160 S. purpurea one-to-many
Potri.001G184000 SapurV1A.1345s0060 S. purpurea one-to-many
Potri.001G184000 SapurV1A.1630s0070 S. purpurea one-to-many
Potri.014G144000 SapurV1A.2050s0020 S. purpurea one-to-many
Potri.014G144000 SapurV1A.0542s0010 S. purpurea one-to-many
Potri.010G003800 SapurV1A.1258s0100 S. purpurea one-to-one
Potri.009G085700 SapurV1A.0019s0580 S. purpurea one-to-one
Potri.004G067300 SapurV1A.0971s0050 S. purpurea one-to-one
Potri.004G037200 SapurV1A.0299s0200 S. purpurea one-to-one
Potri.002G123400 SapurV1A.0167s0240 S. purpurea one-to-one
Potri.006G011700 SapurV1A.0788s0100 S. purpurea one-to-one
Potri.004G184300 SapurV1A.0080s0320 S. purpurea one-to-one
Potri.014G049900 SapurV1A.0917s0030 S. purpurea one-to-one
Potri.014G127500 SapurV1A.0052s0350 S. purpurea one-to-one
Potri.003G173800 SapurV1A.0056s0370 S. purpurea one-to-one
Potri.003G169100 SapurV1A.0173s0240 S. purpurea one-to-one
Potri.015G010700 SapurV1A.0498s0160 S. purpurea one-to-one
Potri.001G386000 SapurV1A.0020s0570 S. purpurea one-to-one
Potri.019G106100 SapurV1A.0799s0020 S. purpurea many-to-many
Potri.019G106100 SapurV1A.1929s0070 S. purpurea many-to-many
Potri.019G106100 SapurV1A.0799s0100 S. purpurea many-to-many
Potri.019G106100 SapurV1A.0910s0240 S. purpurea many-to-many
Potri.019G106500 SapurV1A.0799s0020 S. purpurea many-to-many
Potri.019G106500 SapurV1A.1929s0070 S. purpurea many-to-many
Potri.019G106500 SapurV1A.0799s0100 S. purpurea many-to-many
Potri.019G106500 SapurV1A.0910s0240 S. purpurea many-to-many
Potri.019G107500 SapurV1A.0799s0020 S. purpurea many-to-many
Potri.019G107500 SapurV1A.1929s0070 S. purpurea many-to-many
Potri.019G107500 SapurV1A.0799s0100 S. purpurea many-to-many
Potri.019G107500 SapurV1A.0910s0240 S. purpurea many-to-many
Potri.019G038600 SapurV1A.0669s0050 S. purpurea many-to-many
Potri.019G038600 SapurV1A.2655s0020 S. purpurea many-to-many
Potri.T069800 SapurV1A.0669s0050 S. purpurea many-to-many
Potri.T069800 SapurV1A.2655s0020 S. purpurea many-to-many
Potri.011G039700 SapurV1A.2907s0010 S. purpurea one-to-many
Potri.011G039700 SapurV1A.0387s0070 S. purpurea one-to-many
Potri.014G117800 SapurV1A.0180s0060 S. purpurea one-to-one
Potri.006G044600 SapurV1A.4157s0010 S. purpurea one-to-many
Potri.006G044600 SapurV1A.0464s0250 S. purpurea one-to-many
Potri.005G078200 SapurV1A.2343s0040 S. purpurea one-to-many
Potri.005G078200 SapurV1A.0684s0070 S. purpurea one-to-many
Potri.019G017700 SapurV1A.2045s0040 S. purpurea many-to-one
Potri.014G062600 SapurV1A.2045s0040 S. purpurea many-to-one
Potri.007G129200 SapurV1A.0834s0180 S. purpurea one-to-many
Potri.007G129200 SapurV1A.1078s0030 S. purpurea one-to-many
Potri.012G077300 SapurV1A.1300s0020 S. purpurea one-to-many
Potri.012G077300 SapurV1A.0296s0250 S. purpurea one-to-many
Potri.009G040100 SapurV1A.0128s0450 S. purpurea one-to-one
Potri.011G129900 SapurV1A.0694s0010 S. purpurea one-to-one
Potri.004G141600 SapurV1A.0627s0040 S. purpurea one-to-one
Potri.002G212400 SapurV1A.0046s0010 S. purpurea one-to-one
Potri.002G226900 SapurV1A.0014s1110 S. purpurea one-to-one
Potri.015G036400 SapurV1A.1765s0050 S. purpurea one-to-one
Potri.014G096400 SapurV1A.0013s0570 S. purpurea one-to-one
Potri.003G009500 SapurV1A.0136s0430 S. purpurea one-to-one
Potri.013G014300 SapurV1A.0604s0150 S. purpurea one-to-one
Potri.007G146400 SapurV1A.0468s0290 S. purpurea one-to-one
Potri.001G243100 SapurV1A.0041s0300 S. purpurea one-to-one
Potri.012G037900 SapurV1A.0202s0390 S. purpurea one-to-one
Potri.012G128600 SapurV1A.0129s0350 S. purpurea one-to-one
Potri.003G022800 SapurV1A.0869s0210 S. purpurea many-to-many
Potri.003G022800 SapurV1A.0344s0360 S. purpurea many-to-many
Potri.001G206900 SapurV1A.0869s0210 S. purpurea many-to-many
Potri.001G206900 SapurV1A.0344s0360 S. purpurea many-to-many
Potri.016G028100 SapurV1A.0362s0430 S. purpurea one-to-many
Potri.016G028100 SapurV1A.1486s0020 S. purpurea one-to-many
Potri.011G015200 SapurV1A.0238s0160 S. purpurea many-to-one
Potri.001G110600 SapurV1A.0238s0160 S. purpurea many-to-one
Potri.017G081900 SapurV1A.2065s0020 S. purpurea one-to-one
Potri.014G025200 SapurV1A.0423s0180 S. purpurea one-to-many
Potri.014G025200 SapurV1A.2355s0030 S. purpurea one-to-many
Potri.011G025300 SapurV1A.0345s0260 S. purpurea one-to-many
Potri.011G025300 SapurV1A.0722s0210 S. purpurea one-to-many
Potri.013G134000 SapurV1A.0048s0840 S. purpurea one-to-many
Potri.013G134000 SapurV1A.1093s0090 S. purpurea one-to-many
Potri.005G079800 SapurV1A.3348s0020 S. purpurea one-to-many
Potri.005G079800 SapurV1A.0544s0120 S. purpurea one-to-many
Potri.007G093700 SapurV1A.0039s0060 S. purpurea one-to-many
Potri.007G093700 SapurV1A.4104s0010 S. purpurea one-to-many
Potri.009G038800 SapurV1A.0128s0390 S. purpurea one-to-one
Potri.010G089900 SapurV1A.0150s0210 S. purpurea one-to-one
Potri.006G166900 SapurV1A.1611s0020 S. purpurea one-to-one
Potri.006G224100 SapurV1A.1151s0090 S. purpurea one-to-one
Potri.006G260000 SapurV1A.1173s0090 S. purpurea one-to-one
Potri.008G169200 SapurV1A.0021s0710 S. purpurea one-to-one
Potri.006G082300 SapurV1A.0001s2110 S. purpurea one-to-one
Potri.002G191500 SapurV1A.0014s0150 S. purpurea one-to-one
Potri.002G093100 SapurV1A.0010s0270 S. purpurea one-to-one
Potri.014G130100 SapurV1A.0052s0600 S. purpurea one-to-one
Potri.018G005800 SapurV1A.0930s0050 S. purpurea one-to-one
Potri.003G091600 SapurV1A.0151s0050 S. purpurea one-to-one
Potri.001G471500 SapurV1A.0395s0120 S. purpurea one-to-one
Potri.019G084500 SapurV1A.0287s0220 S. purpurea one-to-one
Potri.015G138800 SapurV1A.0068s0380 S. purpurea one-to-one
Potri.015G032600 SapurV1A.0074s0310 S. purpurea one-to-one
Potri.017G136700 SapurV1A.1251s0010 S. purpurea many-to-many
Potri.017G136700 SapurV1A.2957s0010 S. purpurea many-to-many
Potri.017G136700 SapurV1A.1396s0020 S. purpurea many-to-many
Potri.017G136700 SapurV1A.2176s0020 S. purpurea many-to-many
Potri.017G136700 SapurV1A.2872s0020 S. purpurea many-to-many
Potri.017G136700 SapurV1A.1990s0010 S. purpurea many-to-many
Potri.017G136700 SapurV1A.5787s0010 S. purpurea many-to-many
Potri.T116200 SapurV1A.1251s0010 S. purpurea many-to-many
Potri.T116200 SapurV1A.2957s0010 S. purpurea many-to-many
Potri.T116200 SapurV1A.1396s0020 S. purpurea many-to-many
Potri.T116200 SapurV1A.2176s0020 S. purpurea many-to-many
Potri.T116200 SapurV1A.2872s0020 S. purpurea many-to-many
Potri.T116200 SapurV1A.1990s0010 S. purpurea many-to-many
Potri.T116200 SapurV1A.5787s0010 S. purpurea many-to-many
